Nombre Asignatura;Nota 1er Corte;Nota 2do Corte;Nota 3er Corte;Nota 4to Corte;Nota 5to Corte
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.9;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.4;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.3;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;4.7;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.8;3.8;3.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;4.9;3.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;1.1;4;3.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;5;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;5;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4.7;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.3;3.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;2.1;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4.6;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.6;3.7;4.3;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;4.8;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;3.6;3.4;4.9;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.7;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.3;3.4;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.2;4.5;4.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4.4;4.2;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.4;4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.5;4.9;4.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;4.8;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.7;4.2;2.4;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.4;4.6;4.5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;5;4.8;5;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.8;4.5;4.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4.9;5;4.6;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;3.3;3.1;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;2.7;3.4;3.7;;
CÁTEDRA ROSARISTA, HISTORIA Y ACTUALIDAD;4;5;5;;
CHAMANISMO;3.3;3.2;3.2;;
CHINO MANDARIN NIVEL I;4.9;4.9;4.9;;
CHINO MANDARIN NIVEL I;5;4.9;4.9;;
CHINO MANDARIN NIVEL I;4.9;5;4.8;;
CHINO MANDARIN NIVEL I;4.9;4.7;4.6;;
CIBERSEGURIDAD;4.3;4.5;4.8;4.7;4.7
CIBERSEGURIDAD;4.5;4.5;4.4;4.8;4.8
CIBERSEGURIDAD;4.4;3.8;4.7;4.8;4.8
CIBERSEGURIDAD;4.2;4.5;4.8;4.8;4.8
CIBERSEGURIDAD;4;3.8;2.2;3.8;3.8
CIBERSEGURIDAD;3.9;4.5;4.8;4.8;4.8
CIUDADES INTELIGENTES, BIG DATA, Y DESIGN THINKING;5;5;5;;
CIUDADES INTELIGENTES, BIG DATA, Y DESIGN THINKING;5;5;5;;
COACHING PARA MARKETING PERSONAL;5;5;5;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.7;4.6;4.8;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";5;4.8;4.6;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.8;4.8;5;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.7;4.7;4.7;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.7;4.6;4.6;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.8;4.8;4.7;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.7;4.8;4.8;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.6;4.6;4.6;;
"COMIC Y SOCIEDAD; CIBERPUNK, MANGA Y OTRAS VERSIONES DE LA REALIDAD";4.7;4.7;5;;
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;4.3;4.3;4.3;4.3;4.3
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;3.5;3.5;3.5;3.5;3.5
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;5;5;5;5;5
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;4;4;4;4;4
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;4.9;4.9;4.9;4.9;4.9
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;4.9;4.9;4.9;4.9;4.9
COMPUTACIÓN PARALELA, CONCURRENTE Y DISTRIBUIDA;3.5;3.5;3.5;3.5;3.5
CONFLICTO, POLÍTICA Y RELIGIÓN;3.7;4.4;4.4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.6;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.1;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.5;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.5;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.6;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;3.3;4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;2.9;3.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.9;4.3;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.4;4.1;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.5;3.3;4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.3;4.3;4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.1;4.5;4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.2;3.8;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.7;4.5;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.9;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4.6;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.9;4;3.8;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.9;4.3;3.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.9;4.8;4.9;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.5;4.5;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.6;3.9;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4.8;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.5;4.3;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.3;4.8;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.9;4.5;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.2;4.1;4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.6;4;3.8;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.8;4.1;3.8;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.1;3.7;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.2;3.2;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4.8;4.3;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;3;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4.3;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;3.3;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4.1;3.9;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4.8;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.2;5;3.8;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4.3;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.7;4.3;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4.8;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;4.1;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.3;3.9;3.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4.8;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.5;5;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4.3;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.7;3.9;3.9;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.7;4.1;4;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.7;4.1;4.3;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4.3;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;4.3;4.3;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.1;4.9;4.9;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;1;0;0;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.5;4.5;4.6;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;5;5;4.5;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3.5;4.5;4.7;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;4.2;4.2;4.2;;
CONSTITUCIÓN POLITICA E INSTRUCCIÓN CIVICA;3;4;3.8;;
CONTABILIDAD FINANCIERA;4.2;3.6;3.2;;
CULTURA Y SOCIEDAD JAPONESA;5;5;4.5;;
CULTURARTE: CREACION DE CONTENIDOS DIGITALES;4.8;5;4.7;;
CULTURARTE: CREACION DE CONTENIDOS DIGITALES;4.8;4.8;4.8;;
DE CALIGARI A HITLER - ORÍGENES DEL CINE ALEMÁN;4.5;4.7;4.5;;
DE CALIGARI A HITLER - ORÍGENES DEL CINE ALEMÁN;4.6;4.6;4.9;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;5;5;2.9;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;3.9;3.8;4.3;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;3.9;3.8;4.4;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.1;5;4.8;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;3.9;5;4.8;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.9;4.3;4.1;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.9;4.3;4.3;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.9;4.3;4.3;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.9;4.3;4.1;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.2;3.3;4.4;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.7;4.2;4.9;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;5;4.4;5;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;5;4.4;4.9;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.7;4.2;4.8;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;5;4.4;4.8;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;4.7;4.2;4.9;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;5;3.2;2.8;;
DECISIÓN RACIONAL, JUEGOS Y ELECCIÓN SOCIAL;5;4.4;5;;
DESAFÍO FÍSICO: DEFENSA PERSONAL Y TAEKWONDO;5;5;5;;
DESAFÍO FÍSICO: DEFENSA PERSONAL Y TAEKWONDO;4.9;5;5;;
DESAFÍO FÍSICO: DEFENSA PERSONAL Y TAEKWONDO;4;5;5;;
DESARROLLO CREATIVO;5;5;5;;
DESARROLLO CREATIVO;5;4.9;5;;
ECUACIONES DIFERENCIALES;4.4;3.5;4.8;5;3
ECUACIONES DIFERENCIALES;4.6;3.5;4.5;5;3.9
ECUACIONES DIFERENCIALES;3.9;3.6;4;5;3.8
ECUACIONES DIFERENCIALES;2.3;1.8;4.8;4;3.1
ECUACIONES DIFERENCIALES;3.6;2.6;5;5;3.1
ECUACIONES DIFERENCIALES;3.7;4.3;5;5;3
ECUACIONES DIFERENCIALES;4.3;4.8;4.6;5;4.1
ECUACIONES DIFERENCIALES;3.7;3.5;5;5;4.9
ECUACIONES DIFERENCIALES;4.7;3.6;4.8;5;3.7
ECUACIONES DIFERENCIALES;4.3;3.1;4.5;4;3
ECUACIONES DIFERENCIALES;2;3.1;4.8;4;3.3
ECUACIONES DIFERENCIALES;4.3;4.4;4.7;5;3.9
ECUACIONES DIFERENCIALES;3.2;3.5;4.5;4.8;1.6
ECUACIONES DIFERENCIALES;4.5;4.3;4.3;5;4.2
ECUACIONES DIFERENCIALES;2.1;4.5;4.3;5;3.3
ECUACIONES DIFERENCIALES;2.8;3.5;4.7;5;1.5
ECUACIONES DIFERENCIALES;2.4;3;4;4.2;2.8
ECUACIONES DIFERENCIALES;1.8;3.7;4.5;4.5;3
ECUACIONES DIFERENCIALES;2.7;3.3;4;5;2.8
ECUACIONES DIFERENCIALES;4;4.3;5;4.8;3.5
ECUACIONES DIFERENCIALES;1.3;3.8;3.5;3;1.7
ECUACIONES DIFERENCIALES;2.9;3.9;4.5;5;2.1
ECUACIONES DIFERENCIALES;2.8;2.8;2.5;0;1.4
ECUACIONES DIFERENCIALES;3.4;2.7;5;5;3
ECUACIONES DIFERENCIALES;1.7;3.1;4.8;5;1.6
ECUACIONES DIFERENCIALES;4.6;3.9;5;5;2.1
ECUACIONES DIFERENCIALES;5;4.4;5;5;4.8
ECUACIONES DIFERENCIALES;2.6;2.8;5;5;3.8
ECUACIONES DIFERENCIALES;1;2;4.3;5;2.7
ECUACIONES DIFERENCIALES;1.9;3.6;4;5;2.5
ECUACIONES DIFERENCIALES;1;3.7;4.5;5;2.4
ECUACIONES DIFERENCIALES;3.6;4.9;5;5;4.8
ECUACIONES DIFERENCIALES;2.5;3.2;3.5;5;2.8
ECUACIONES DIFERENCIALES;3.9;2;3.8;5;3.4
ECUACIONES DIFERENCIALES;2;3.3;4.3;5;3.2
ECUACIONES DIFERENCIALES;3.6;3;4;5;2.7
ECUACIONES DIFERENCIALES;3.5;3.7;5;4;4.3
ECUACIONES DIFERENCIALES;1.4;4;4.5;4.8;3.3
ECUACIONES DIFERENCIALES;1.8;3.7;5;4;3.5
ECUACIONES DIFERENCIALES;4.6;4.8;5;4.3;4.3
ECUACIONES DIFERENCIALES;2.8;4.9;4.3;5;2.8
ECUACIONES DIFERENCIALES;1;4.3;5;4;4
ECUACIONES DIFERENCIALES;3;5;5;5;3.2
ECUACIONES DIFERENCIALES;2.2;4.8;5;5;3.8
ECUACIONES DIFERENCIALES;1.7;4.1;5;4.7;3.5
ECUACIONES DIFERENCIALES;3.1;5;4.5;5;5
ECUACIONES DIFERENCIALES;4;5;5;4.9;3.8
ECUACIONES DIFERENCIALES;2.3;5;5;5;4.8
ECUACIONES DIFERENCIALES;2.4;4;5;4.5;3.8
ECUACIONES DIFERENCIALES;2.1;2.3;4.5;3.3;3.3
ECUACIONES DIFERENCIALES;1.1;4.1;4.3;5;3.4
ECUACIONES DIFERENCIALES;3.7;2.9;4.5;4.9;2.8
ECUACIONES DIFERENCIALES;1.3;3.4;0;3.1;0
ECUACIONES DIFERENCIALES;3.2;4.8;4.5;5;4.5
ECUACIONES DIFERENCIALES;4.2;4.8;5;5;3.5
ECUACIONES DIFERENCIALES;3.8;5;5;5;4.5
ECUACIONES DIFERENCIALES;5;5;5;5;5
ECUACIONES DIFERENCIALES;1.1;3.2;4.8;4.5;3
ECUACIONES DIFERENCIALES;3.8;4.7;4.5;5;2.8
ECUACIONES DIFERENCIALES;2;4.4;4.5;4.5;4
ECUACIONES DIFERENCIALES;2.7;4.7;4.5;3.6;3.3
ECUACIONES DIFERENCIALES;2;5;5;5;3.5
ECUACIONES DIFERENCIALES;5;4.7;5;5;5
ECUACIONES DIFERENCIALES;3.1;4.3;4.5;5;2.8
ECUACIONES DIFERENCIALES;4.8;5;4.5;5;4.5
ECUACIONES DIFERENCIALES;4.3;4.1;5;3.5;2.8
ECUACIONES DIFERENCIALES;4.3;4.7;4.5;5;5
ECUACIONES DIFERENCIALES;2.2;4;5;5;2.8
ECUACIONES DIFERENCIALES;4.1;5;5;4.6;4.3
ECUACIONES DIFERENCIALES;2.8;3.1;5;4;2.5
ECUACIONES DIFERENCIALES;2.4;3.6;5;5;4.5
ECUACIONES DIFERENCIALES;2.7;4;4.5;5;4.2
ECUACIONES DIFERENCIALES PARCIALES;5;4.5;5;5;4.5
ECUACIONES DIFERENCIALES PARCIALES;4.5;4;5;5;5
ECUACIONES DIFERENCIALES PARCIALES;4.3;5;4.5;5;4
ECUACIONES DIFERENCIALES PARCIALES;5;4.8;5;5;4.5
ECUACIONES DIFERENCIALES PARCIALES;5;5;5;5;4.5
EDUCANDO PARA LA FELICIDAD;5;4.8;4;;
EL COMIC LATINOAMERICANO;4.4;4.6;4.7;;
EL CONFLICTO EN MEDIO ORIENTE: HISTORIA, BALANCES Y PERSPECTIVAS.;4;4.5;3.5;;
EL CONFLICTO EN MEDIO ORIENTE: HISTORIA, BALANCES Y PERSPECTIVAS.;4.3;5;4.4;;
EL TERCER REICH 1933-1945: AÑOS DE PENITENCIA;3.1;4.4;4.6;;
ELECTIVA DESARROLLO WEB;3.5;5;5;5;4.8
ELECTIVA DESARROLLO WEB;3.8;4;5;3.3;5
ELECTIVA DESARROLLO WEB;5;5;4.5;5;4.8
ELECTIVA DESARROLLO WEB;3;5;5;5;5
ELECTIVA DESARROLLO WEB;4.4;5;5;3.3;5
ELECTIVA DESARROLLO WEB;4.8;5;5;5;5
ELECTIVA DESARROLLO WEB;3.8;5;3.5;5;4.7
ELECTIVA DESARROLLO WEB;4.8;5;5;5;4.7
ELECTIVA DESARROLLO WEB;4.8;4.3;4.8;5;4.8
ELECTIVA DESARROLLO WEB;4;4.6;4.8;3.3;4.8
ELECTIVA HACKING ÉTICO;4.6;4.2;4.7;3.1;3.1
ELECTIVA HACKING ÉTICO;4.8;4.8;5;5;5
ELECTIVA HACKING ÉTICO;4.6;4.8;5;4.3;4.3
ELECTIVA HACKING ÉTICO;4.3;4.2;4.7;5;5
ELECTIVA HACKING ÉTICO;4.7;3;4.8;4.9;4.9
ELECTIVA HACKING ÉTICO;5;5;5;5;5
ELECTIVA HACKING ÉTICO;3.1;4.7;5;4.9;4.9
ELECTIVA HACKING ÉTICO;4.7;4.1;5;5;5
ELECTIVA HACKING ÉTICO;3;3;3.7;4;4
ELECTIVA HACKING ÉTICO;4.7;3.8;3.3;5;5
ELECTIVA HACKING ÉTICO;4.4;2.6;3.3;2.5;2.5
ELECTIVA HACKING ÉTICO;3.5;3.3;1.2;4.2;4.2
ELECTIVA HACKING ÉTICO;4.8;5;5;5;5
ELECTIVA HACKING ÉTICO;4.7;4.5;4.8;4.7;4.7
ELECTIVA HACKING ÉTICO;4.2;2.5;1.3;2.4;2.4
ELECTIVA HACKING ÉTICO;4.8;4.7;5;4.9;4.9
ELECTIVA HACKING ÉTICO;4.1;3.9;5;4.4;4.4
ELEMENTOS DE FÍSICA;3.3;4.2;1.5;3.9;4.5
ELEMENTOS DE FÍSICA;4.9;3.7;2.2;4.4;5
ELEMENTOS DE FÍSICA;3;3.7;2.9;0;5
ELEMENTOS DE FÍSICA;1;5;3.5;3;4
ELEMENTOS DE FÍSICA;2.5;5;3.5;3.5;4
ELEMENTOS DE FÍSICA;3;5;4;2.2;3
ELEMENTOS DE FÍSICA;4.5;4.2;2.5;4.5;4.5
ELEMENTOS DE FÍSICA;4.1;5;5;4.2;4.4
ELEMENTOS DE FÍSICA;3.2;4.7;3.2;4.3;2.1
ELEMENTOS DE FÍSICA;2.7;3.7;4.2;4.4;4.8
ELEMENTOS DE FÍSICA;2.3;4.3;2.2;3;3.4
ELEMENTOS DE FÍSICA;3.2;4.2;1.2;4.2;2.5
ELEMENTOS DE FÍSICA;3;3.7;2;3.6;2.7
ELEMENTOS DE FÍSICA;3.2;3.7;1.8;3.7;3
ELEMENTOS DE FÍSICA;2;3.5;3.2;3.9;3
ELEMENTOS DE FÍSICA;3.3;4.5;2.4;4.3;4.5
ELEMENTOS DE FÍSICA;1.8;4.3;1.7;4.2;3.7
ELEMENTOS DE FÍSICA;3.7;5;1.1;4.3;4.6
ELEMENTOS DE FÍSICA;3.3;2.5;2.5;3.6;3
ELEMENTOS DE FÍSICA;4.5;5;4.3;5;4.9
ELEMENTOS DE FÍSICA;4;2.8;3.3;3.3;4
ELEMENTOS DE FÍSICA;3.5;2.5;2.8;2.9;3.7
ELEMENTOS DE FÍSICA;4;3.5;2.3;4.3;3.4
ELEMENTOS DE FÍSICA;4.5;3.5;4;3.5;3.3
ELEMENTOS DE FÍSICA;5;3.3;4.8;4;4.2
ELEMENTOS DE FÍSICA;3;2.3;3.2;3.7;2.9
ELEMENTOS DE FÍSICA;4.5;3.6;3.5;3.7;4.3
ELEMENTOS DE FÍSICA;4;2.5;4.7;4.7;4.3
ELEMENTOS DE FÍSICA;3.8;4;4.5;4.3;4.4
ELEMENTOS DE FÍSICA;4.3;3.8;5;4.5;4.8
ELEMENTOS DE FÍSICA;5;5;4.7;4.5;5
ELEMENTOS DE FÍSICA;3.8;4.3;3.5;3.3;3.8
ELEMENTOS DE FÍSICA;4;3;5;4.2;4.4
ELEMENTOS DE FÍSICA;4;4.3;3.5;3.8;3.9
ELEMENTOS DE FÍSICA;4.3;3.7;3.7;3.6;4.1
ELEMENTOS DE FÍSICA;3.8;3.3;0;3.5;3.9
ELEMENTOS DE FÍSICA;3.5;4.3;3.5;4.1;3.9
ELEMENTOS DE FÍSICA;3.8;2.3;4.7;4.4;4.8
ELEMENTOS DE FÍSICA;4.5;4;4.7;4.1;4.7
ELEMENTOS DE FÍSICA;4.8;4.9;4.7;4.5;4.9
ELEMENTOS DE FÍSICA;4.8;3.3;4.2;4.9;4.8
ELEMENTOS DE FÍSICA;4.3;4.3;3;4.3;4.6
ELEMENTOS DE FÍSICA;2.8;3.3;4.7;3.3;4.3
ELEMENTOS DE FÍSICA;4.5;3.6;4.7;3.7;4.9
ELEMENTOS DE FÍSICA;5;4.9;5;5;4.7
ELEMENTOS DE FÍSICA;4.5;3;3;3.8;4.1
ELEMENTOS DE FÍSICA;4.5;3.8;5;3.9;2.3
ELEMENTOS DE FÍSICA;4.3;3.3;4.7;3.3;5
ELEMENTOS DE FÍSICA;4;2.8;4;4.1;4.6
ELEMENTOS DE FÍSICA;4.3;3.5;4;3.4;4.8
EN QUÉ CREEN LOS QUE NO CREEN;4.3;4;4.5;;
EN QUÉ CREEN LOS QUE NO CREEN;4.1;4.6;5;;
EN QUÉ CREEN LOS QUE NO CREEN;4.1;4.6;5;;
EN QUÉ CREEN LOS QUE NO CREEN;4.1;4.4;5;;
EN QUÉ CREEN LOS QUE NO CREEN;4.7;4.8;4.2;;
ESCRITURA DE ENSAYOS DE OPINIÓN;4.2;4.5;4;;
